"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] SongNameComparatorRemoveBrackets record1Value","[0] SongNameComparatorRemoveBrackets record2Value","[0] SongNameComparatorRemoveBrackets record1PreprocessedValue","[0] SongNameComparatorRemoveBrackets record2PreprocessedValue","[0] SongNameComparatorRemoveBrackets similarity","[0] SongNameComparatorRemoveBrackets postproccesedSimilarity","[1] SongNameComparatorLevenshtein record1Value","[1] SongNameComparatorLevenshtein record2Value","[1] SongNameComparatorLevenshtein record1PreprocessedValue","[1] SongNameComparatorLevenshtein record2PreprocessedValue","[1] SongNameComparatorLevenshtein similarity","[1] SongNameComparatorLevenshtein postproccesedSimilarity","[2] SongArtistsComparatorToken record1Value","[2] SongArtistsComparatorToken record2Value","[2] SongArtistsComparatorToken record1PreprocessedValue","[2] SongArtistsComparatorToken record2PreprocessedValue","[2] SongArtistsComparatorToken similarity","[2] SongArtistsComparatorToken postproccesedSimilarity","[3] SongArtistsComparatorLevenshtein record1Value","[3] SongArtistsComparatorLevenshtein record2Value","[3] SongArtistsComparatorLevenshtein record1PreprocessedValue","[3] SongArtistsComparatorLevenshtein record2PreprocessedValue","[3] SongArtistsComparatorLevenshtein similarity","[3] SongArtistsComparatorLevenshtein postproccesedSimilarity","[4] SongAlbumComparatorMaxSim record1Value","[4] SongAlbumComparatorMaxSim record2Value","[4] SongAlbumComparatorMaxSim record1PreprocessedValue","[4] SongAlbumComparatorMaxSim record2PreprocessedValue","[4] SongAlbumComparatorMaxSim similarity","[4] SongAlbumComparatorMaxSim postproccesedSimilarity","[5] SongAlbumComparatorToken record1Value","[5] SongAlbumComparatorToken record2Value","[5] SongAlbumComparatorToken record1PreprocessedValue","[5] SongAlbumComparatorToken record2PreprocessedValue","[5] SongAlbumComparatorToken similarity","[5] SongAlbumComparatorToken postproccesedSimilarity"
"WekaMatchingRule","dbpedia_7472","musicbrainz_8027","0.004608506260922686",,"The Mona Lisa ","The Ideal Husband","The Mona Lisa ","The Ideal Husband","0.47058823529411764","0.47058823529411764","The Mona Lisa (song)","The Ideal Husband","The Mona Lisa (song)","The Ideal Husband","0.35","0.35","brad paisley","father john misty","brad paisley","father john misty","0.0","0.0","Brad Paisley","Father John Misty","Brad Paisley","Father John Misty","0.17647058823529416","0.17647058823529416","wheelhouse","i love you, honeybear","wheelhouse","i love you, honeybear","0.0","0.0","wheelhouse","i love you, honeybear","wheelhouse","i love you, honeybear","0.0","0.0"
"WekaMatchingRule","dbpedia_5376","musicbrainz_26359","0.009700490033750004","0","Baby Don't Lie","Baby One","Baby Don't Lie","Baby One","0.5714285714285714","0.5714285714285714","Baby Don't Lie","Baby One","Baby Don't Lie","Baby One","0.5714285714285714","0.5714285714285714","gwen stefani","u2","gwen stefani","u2","0.0","0.0","Gwen Stefani","U2","Gwen Stefani","U2","0.0","0.0",,,,,,,"","achtung baby","","achtung baby","0.0","0.0"
"WekaMatchingRule","dbpedia_1868","musicbrainz_21781","7.305515048156064E-4",,"Welcome to My Hood","We're All Thieves","Welcome to My Hood","We're All Thieves","0.2222222222222222","0.2222222222222222","Welcome to My Hood","We're All Thieves","Welcome to My Hood","We're All Thieves","0.2222222222222222","0.2222222222222222","dj khaled","circa survive","dj khaled","circa survive","0.0","0.0","DJ Khaled","Circa Survive","DJ Khaled","Circa Survive","0.07692307692307687","0.07692307692307687","we the best forever","juturna","we the best forever","juturna","0.0","0.0","we the best forever","juturna","we the best forever","juturna","0.0","0.0"
"WekaMatchingRule","dbpedia_4321","musicbrainz_27593","0.9360961624941305","1","Heavy Ceiling","Heavy Ceiling","Heavy Ceiling","Heavy Ceiling","1.0","1.0","Heavy Ceiling","Heavy Ceiling","Heavy Ceiling","Heavy Ceiling","1.0","1.0","said the whale","said the whale","said the whale","said the whale","1.0","1.0","Said the Whale","Said the Whale","Said the Whale","Said the Whale","1.0","1.0","little mountain","little mountain","little mountain","little mountain","1.0","1.0","little mountain","little mountain","little mountain","little mountain","1.0","1.0"
"WekaMatchingRule","dbpedia_1856","musicbrainz_30085","0.8744819956754003","1","True Love ","True Love","True Love ","True Love","0.9","0.9","True Love (Coldplay song)","True Love","True Love (Coldplay song)","True Love","0.36","0.36","coldplay","coldplay","coldplay","coldplay","1.0","1.0","Coldplay","Coldplay","Coldplay","Coldplay","1.0","1.0","ghost stories","ghost stories","ghost stories","ghost stories","1.0","1.0","ghost stories","ghost stories","ghost stories","ghost stories","1.0","1.0"
"WekaMatchingRule","dbpedia_8904","musicbrainz_32523","0.0020867637641201384",,"The One That Got Away ","The Children of Rarn ","The One That Got Away ","The Children of Rarn ","0.36363636363636365","0.36363636363636365","The One That Got Away (Jake Owen song)","The Children of Rarn (take 6)","The One That Got Away (Jake Owen song)","The Children of Rarn (take 6)","0.368421052631579","0.368421052631579","jake owen","t. rex","jake owen","t. rex","0.0","0.0","Jake Owen","T. Rex","Jake Owen","T. Rex","0.2222222222222222","0.2222222222222222","barefoot blue jean night","t. rex","barefoot blue jean night","t. rex","0.0","0.0","barefoot blue jean night","t. rex","barefoot blue jean night","t. rex","0.0","0.0"
"WekaMatchingRule","dbpedia_8443","musicbrainz_27943","9.61804645725715E-4",,"How Come You Never Go There","Hold Me My Daddy ","How Come You Never Go There","Hold Me My Daddy ","0.2592592592592593","0.2592592592592593","How Come You Never Go There","Hold Me My Daddy (2015 5.1 mix)","How Come You Never Go There","Hold Me My Daddy (2015 5.1 mix)","0.22580645161290325","0.22580645161290325","feist","xtc","feist","xtc","0.0","0.0","Feist","XTC","Feist","XTC","0.0","0.0","metals","oranges & lemons","metals","oranges & lemons","0.0","0.0","metals","oranges & lemons","metals","oranges & lemons","0.0","0.0"
"WekaMatchingRule","dbpedia_10830","musicbrainz_25251","0.0010161797631752395",,"Do You Love Me ","Doused","Do You Love Me ","Doused","0.2666666666666667","0.2666666666666667","Do You Love Me (2NE1 song)","Doused","Do You Love Me (2NE1 song)","Doused","0.15384615384615385","0.15384615384615385","2ne1","diiv","2ne1","diiv","0.0","0.0","2NE1","DIIV","2NE1","DIIV","0.0","0.0",,,,,,,"","oshin","","oshin","0.0","0.0"
"WekaMatchingRule","dbpedia_4000","musicbrainz_5186","0.001666684658250524",,"Samjhawan","Say the Word","Samjhawan","Say the Word","0.33333333333333337","0.33333333333333337","Samjhawan","Say the Word","Samjhawan","Say the Word","0.33333333333333337","0.33333333333333337","shreya ghoshal","local h","shreya ghoshal","local h","0.0","0.0","Shreya Ghoshal","Local H","Shreya Ghoshal","Local H","0.1428571428571429","0.1428571428571429","humpty sharma ki dulhania","hallelujah! i’m a bum","humpty sharma ki dulhania","hallelujah! i’m a bum","0.0","0.0","humpty sharma ki dulhania","hallelujah! i’m a bum","humpty sharma ki dulhania","hallelujah! i’m a bum","0.0","0.0"
"WekaMatchingRule","dbpedia_6083","musicbrainz_24710","0.0011705214527068823",,"Barack Obama vs. Mitt Romney","Bathroom Sound ","Barack Obama vs. Mitt Romney","Bathroom Sound ","0.2857142857142857","0.2857142857142857","Barack Obama vs. Mitt Romney","Bathroom Sound (track – no vocal)","Barack Obama vs. Mitt Romney","Bathroom Sound (track – no vocal)","0.24242424242424243","0.24242424242424243","epic rap battles of history","led zeppelin","epic rap battles of history","led zeppelin","0.0","0.0","Epic Rap Battles of History","Led Zeppelin","Epic Rap Battles of History","Led Zeppelin","0.14814814814814814","0.14814814814814814",,,,,,,"","led zeppelin iii","","led zeppelin iii","0.0","0.0"
"WekaMatchingRule","dbpedia_2865","musicbrainz_4666","4.53059576664048E-4",,"Can't Get Enough ","Careless Mind Hands","Can't Get Enough ","Careless Mind Hands","0.1578947368421053","0.1578947368421053","Can't Get Enough (J. Cole song)","Careless Mind Hands","Can't Get Enough (J. Cole song)","Careless Mind Hands","0.22580645161290325","0.22580645161290325","j. cole","eric gaffney","j. cole","eric gaffney","0.0","0.0","J. Cole","Eric Gaffney","J. Cole","Eric Gaffney","0.16666666666666663","0.16666666666666663","cole world: the sideline story","sore foot weirdy","cole world: the sideline story","sore foot weirdy","0.0","0.0","cole world: the sideline story","sore foot weirdy","cole world: the sideline story","sore foot weirdy","0.0","0.0"
"WekaMatchingRule","dbpedia_2145","musicbrainz_28289",,"0","I Need My Girl","I Should Live in Salt","I Need My Girl","I Should Live in Salt","0.2857142857142857","0.2857142857142857","I Need My Girl","I Should Live in Salt","I Need My Girl","I Should Live in Salt","0.2857142857142857","0.2857142857142857","the national","the national","the national","the national","1.0","1.0","The National","The National","The National","The National","1.0","1.0","trouble will find me","trouble will find me","trouble will find me","trouble will find me","1.0","1.0","trouble will find me","trouble will find me","trouble will find me","trouble will find me","1.0","1.0"
"WekaMatchingRule","dbpedia_3879","musicbrainz_10312","0.0033766699847865133",,"Your Drums, Your Love","You're Not Alone","Your Drums, Your Love","You're Not Alone","0.4285714285714286","0.4285714285714286","Your Drums, Your Love","You're Not Alone","Your Drums, Your Love","You're Not Alone","0.4285714285714286","0.4285714285714286","alunageorge","the mowgli’s","alunageorge","the mowgli’s","0.0","0.0","AlunaGeorge","The Mowgli’s","AlunaGeorge","The Mowgli’s","0.0","0.0","body music","kids in love","body music","kids in love","0.0","0.0","body music","kids in love","body music","kids in love","0.0","0.0"
"WekaMatchingRule","dbpedia_7076","musicbrainz_5724","0.00520659964776532",,"Love Me ","Loving Power","Love Me ","Loving Power","0.41666666666666663","0.41666666666666663","Love Me (The 1975 song)","Loving Power","Love Me (The 1975 song)","Loving Power","0.21739130434782605","0.21739130434782605","the 1975","the impressions","the 1975","the impressions","0.3333333333333333","0.3333333333333333","The 1975","The Impressions","The 1975","The Impressions","0.2666666666666667","0.2666666666666667","i like it when you sleep, for you are so beautiful yet so unaware of it","essential blaxploitation","i like it when you sleep, for you are so beautiful yet so unaware of it","essential blaxploitation","0.0","0.0","i like it when you sleep, for you are so beautiful yet so unaware of it","essential blaxploitation","i like it when you sleep, for you are so beautiful yet so unaware of it","essential blaxploitation","0.0","0.0"
"WekaMatchingRule","dbpedia_7416","musicbrainz_7811","0.009700490033750004","0","Better I Don't","Better Run ","Better I Don't","Better Run ","0.5714285714285714","0.5714285714285714","Better I Don't","Better Run (acoustic version)","Better I Don't","Better Run (acoustic version)","0.3448275862068966","0.3448275862068966","chris janson","good charlotte","chris janson","good charlotte","0.0","0.0","Chris Janson","Good Charlotte","Chris Janson","Good Charlotte","0.1428571428571429","0.1428571428571429","chris janson","cardiology","chris janson","cardiology","0.0","0.0","chris janson","cardiology","chris janson","cardiology","0.0","0.0"
"WekaMatchingRule","dbpedia_3746","musicbrainz_29866","0.0020867637641201384",,"This World ","THRAK ","This World ","THRAK ","0.36363636363636365","0.36363636363636365","This World (Selah Sue song)","THRAK (2015 5.1 mix)","This World (Selah Sue song)","THRAK (2015 5.1 mix)","0.2962962962962963","0.2962962962962963","selah sue","king crimson","selah sue","king crimson","0.0","0.0","Selah Sue","King Crimson","Selah Sue","King Crimson","0.08333333333333337","0.08333333333333337","selah sue","thrak","selah sue","thrak","0.0","0.0","selah sue","thrak","selah sue","thrak","0.0","0.0"
"WekaMatchingRule","dbpedia_4569","musicbrainz_32975","0.9360961624941305","1","Hollow Moon ","Hollow Moon ","Hollow Moon ","Hollow Moon ","1.0","1.0","Hollow Moon (Bad Wolf)","Hollow Moon (Bad Wolf)","Hollow Moon (Bad Wolf)","Hollow Moon (Bad Wolf)","1.0","1.0","awolnation","awolnation","awolnation","awolnation","1.0","1.0","Awolnation","AWOLNATION","Awolnation","AWOLNATION","1.0","1.0","run","run","run","run","1.0","1.0","run","run","run","run","1.0","1.0"
"WekaMatchingRule","dbpedia_959","musicbrainz_1317","6.637141723104096E-4",,"List of A Certain Scientific Railgun albums","Little Stars","List of A Certain Scientific Railgun albums","Little Stars","0.2093023255813954","0.2093023255813954","List of A Certain Scientific Railgun albums","Little Stars","List of A Certain Scientific Railgun albums","Little Stars","0.2093023255813954","0.2093023255813954","elisa","the jesus and mary chain","elisa","the jesus and mary chain","0.0","0.0","Elisa","The Jesus and Mary Chain","Elisa","The Jesus and Mary Chain","0.125","0.125",,,,,,,"","stoned & dethroned","","stoned & dethroned","0.0","0.0"
"WekaMatchingRule","dbpedia_2103","musicbrainz_27696","5.200911984427032E-4",,"Acapella ","Acoustic Sessions","Acapella ","Acoustic Sessions","0.17647058823529416","0.17647058823529416","Acapella (Karmin song)","Acoustic Sessions","Acapella (Karmin song)","Acoustic Sessions","0.2727272727272727","0.2727272727272727","karmin","u2","karmin","u2","0.0","0.0","Karmin","U2","Karmin","U2","0.0","0.0","pulses","songs of innocence","pulses","songs of innocence","0.0","0.0","pulses","songs of innocence","pulses","songs of innocence","0.0","0.0"
"WekaMatchingRule","dbpedia_6788","musicbrainz_30031","5.046531165439268E-4",,"Sirens ","Sinners and Their Repentances","Sirens ","Sinners and Their Repentances","0.1724137931034483","0.1724137931034483","Sirens (Pearl Jam song)","Sinners and Their Repentances","Sirens (Pearl Jam song)","Sinners and Their Repentances","0.27586206896551724","0.27586206896551724","pearl jam","bob mould","pearl jam","bob mould","0.0","0.0","Pearl Jam","Bob Mould","Pearl Jam","Bob Mould","0.0","0.0","lightning bolt","workbook 25","lightning bolt","workbook 25","0.0","0.0","lightning bolt","workbook 25","lightning bolt","workbook 25","0.0","0.0"
"WekaMatchingRule","dbpedia_1002","musicbrainz_27704","0.13261574909031293",,"Somebody to Love ","Somebody to Love","Somebody to Love ","Somebody to Love","0.9411764705882353","0.9411764705882353","Somebody to Love (Justin Bieber song)","Somebody to Love","Somebody to Love (Justin Bieber song)","Somebody to Love","0.43243243243243246","0.43243243243243246","justin bieber","kt tunstall","justin bieber","kt tunstall","0.0","0.0","Justin Bieber","KT Tunstall","Justin Bieber","KT Tunstall","0.15384615384615385","0.15384615384615385","my world 2.0,versus,never say never: the remixes","rhythms del mundo: revival","my world 2.0,versus,never say never: the remixes","rhythms del mundo: revival","0.0","0.0","my world 2.0,versus,never say never: the remixes","rhythms del mundo: revival","my world 2.0,versus,never say never: the remixes","rhythms del mundo: revival","0.0","0.0"
"WekaMatchingRule","dbpedia_4803","musicbrainz_20679","0.0013441365419391501",,"The Boys of Fall","The Evil Always Returns","The Boys of Fall","The Evil Always Returns","0.30434782608695654","0.30434782608695654","The Boys of Fall","The Evil Always Returns","The Boys of Fall","The Evil Always Returns","0.30434782608695654","0.30434782608695654","kenny chesney","vulcano","kenny chesney","vulcano","0.0","0.0","Kenny Chesney","Vulcano","Kenny Chesney","Vulcano","0.15384615384615385","0.15384615384615385","hemingway's whiskey","drowning in blood","hemingway's whiskey","drowning in blood","0.0","0.0","hemingway's whiskey","drowning in blood","hemingway's whiskey","drowning in blood","0.0","0.0"
"WekaMatchingRule","dbpedia_11500","musicbrainz_18010","0.01196773992674415","0","Reality ","Realize It","Reality ","Realize It","0.6","0.6","Reality (Lost Frequencies song)","Realize It","Reality (Lost Frequencies song)","Realize It","0.22580645161290325","0.22580645161290325","lost frequencies","the dirty heads","lost frequencies","the dirty heads","0.0","0.0","Lost Frequencies","The Dirty Heads","Lost Frequencies","The Dirty Heads","0.125","0.125",,,,,,,"","dirty heads","","dirty heads","0.0","0.0"
"WekaMatchingRule","dbpedia_7608","musicbrainz_3740","0.010588309055759937","0","Lonely Eyes ","Lonely Road","Lonely Eyes ","Lonely Road","0.5833333333333333","0.5833333333333333","Lonely Eyes (Chris Young song)","Lonely Road","Lonely Eyes (Chris Young song)","Lonely Road","0.30000000000000004","0.30000000000000004","chris young","everlast","chris young","everlast","0.0","0.0","Chris Young","Everlast","Chris Young","Everlast","0.0","0.0","a.m.","the life acoustic","a.m.","the life acoustic","0.0","0.0","a.m.","the life acoustic","a.m.","the life acoustic","0.0","0.0"
"WekaMatchingRule","dbpedia_10134","musicbrainz_18302","0.0012661672843401193",,"Throw That Boy Pussy","This Is How the Wind Shifts","Throw That Boy Pussy","This Is How the Wind Shifts","0.2962962962962963","0.2962962962962963","Throw That Boy Pussy","This Is How the Wind Shifts","Throw That Boy Pussy","This Is How the Wind Shifts","0.2962962962962963","0.2962962962962963","fly young red","silverstein","fly young red","silverstein","0.0","0.0","Fly Young Red","Silverstein","Fly Young Red","Silverstein","0.0","0.0",,,,,,,"","this is how the wind shifts: addendum","","this is how the wind shifts: addendum","0.0","0.0"
"WekaMatchingRule","dbpedia_11299","musicbrainz_32061","0.010588309055759937","0","Love On Top","Love and War","Love On Top","Love and War","0.5833333333333333","0.5833333333333333","Love On Top","Love and War","Love On Top","Love and War","0.5833333333333333","0.5833333333333333","beyoncé","lawson","beyoncé","lawson","0.0","0.0","Beyoncé","Lawson","Beyoncé","Lawson","0.1428571428571429","0.1428571428571429","4","perspective","4","perspective","0.0","0.0","4","perspective","4","perspective","0.0","0.0"
"WekaMatchingRule","dbpedia_9918","musicbrainz_32979","4.3963716493154167E-4",,"Hero  / Cha-La Head-Cha-La","Headrest for My Soul","Hero  / Cha-La Head-Cha-La","Headrest for My Soul","0.15384615384615385","0.15384615384615385","Hero (Kibō no Uta) / Cha-La Head-Cha-La","Headrest for My Soul","Hero (Kibō no Uta) / Cha-La Head-Cha-La","Headrest for My Soul","0.17948717948717952","0.17948717948717952","flow","awolnation","flow","awolnation","0.0","0.0","Flow","AWOLNATION","Flow","AWOLNATION","0.19999999999999996","0.19999999999999996",,,,,,,"","run","","run","0.0","0.0"
